id,title,composers,subset,collection,movement,duration,file_path,jams_path
when-in-rome_259,"Piano Sonata 13, Op.27 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op027 No1,1,84,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op027_No1/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_259.jams
when-in-rome_260,"Piano Sonata 13, Op.27 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op027 No1,1,84,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op027_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_260.jams
when-in-rome_261,"Piano Sonata 16, Op.31 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op031 No1,1,323,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op031_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_261.jams
when-in-rome_262,"Piano Sonata 15, Op.28(Pastorale), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op028(Pastorale),1,461,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op028(Pastorale)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_262.jams
when-in-rome_263,"Piano Sonata 23, Op.57(Appassionata), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op057(Appassionata),1,258,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op057(Appassionata)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_263.jams
when-in-rome_264,"Piano Sonata 20, Op.49 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op049 No2,1,122,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op049_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_264.jams
when-in-rome_265,"Piano Sonata 7, Op.10 No.3, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op010 No3,1,344,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op010_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_265.jams
when-in-rome_266,"Piano Sonata 12, Op.26, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op026,1,217,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op026/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_266.jams
when-in-rome_267,"Piano Sonata 12, Op.26, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op026,1,217,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op026/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_267.jams
when-in-rome_268,"Piano Sonata 6, Op.10 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op010 No2,1,202,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op010_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_268.jams
when-in-rome_269,"Piano Sonata 10, Op.14 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op014 No2,1,201,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op014_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_269.jams
when-in-rome_270,"Piano Sonata 30, Op.109, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op109,1,101,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op109/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_270.jams
when-in-rome_271,"Piano Sonata 3, Op.2 No.3, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op002 No3,1,258,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op002_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_271.jams
when-in-rome_272,"Piano Sonata 28, Op.101, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op101,1,102,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op101/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_272.jams
when-in-rome_273,"Piano Sonata 2, Op.2 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op002 No2,1,333,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op002_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_273.jams
when-in-rome_274,"Piano Sonata 25, Op.79(Sonatina), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op079(Sonatina),1,205,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op079(Sonatina)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_274.jams
when-in-rome_275,"Piano Sonata 32, Op.111, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op111,1,159,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op111/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_275.jams
when-in-rome_276,"Piano Sonata 18, Op.31 No.3, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op031 No3,1,253,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op031_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_276.jams
when-in-rome_277,"Piano Sonata 31, Op.110, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op110,1,115,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op110/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_277.jams
when-in-rome_278,"Piano Sonata 17, Op.31 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op031 No2,1,221,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op031_No2/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_278.jams
when-in-rome_279,"Piano Sonata 17, Op.31 No.2, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op031 No2,1,221,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op031_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_279.jams
when-in-rome_280,"Piano Sonata 4, Op.7, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op007,1,361,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op007/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_280.jams
when-in-rome_281,"Piano Sonata 22, Op.54, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op054,1,155,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op054/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_281.jams
when-in-rome_282,"Piano Sonata 14, Op.27 No.2(Moonlight), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op027 No2(Moonlight),1,66,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op027_No2(Moonlight)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_282.jams
when-in-rome_283,"Piano Sonata 21, Op.53, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op053,1,304,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op053/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_283.jams
when-in-rome_284,"Piano Sonata 19, Op.49 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op049 No1,1,110,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op049_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_284.jams
when-in-rome_285,"Piano Sonata 8, Op.13(Pathetique), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op013(Pathetique),1,311,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op013(Pathetique)/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_285.jams
when-in-rome_286,"Piano Sonata 8, Op.13(Pathetique), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op013(Pathetique),1,311,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op013(Pathetique)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_286.jams
when-in-rome_287,"Piano Sonata 27, Op.90, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op090,1,246,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op090/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_287.jams
when-in-rome_288,"Piano Sonata 5, Op.10 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op010 No1,1,283,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op010_No1/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_288.jams
when-in-rome_289,"Piano Sonata 5, Op.10 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op010 No1,1,283,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op010_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_289.jams
when-in-rome_290,"Piano Sonata 24, Op.78, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op078,1,108,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op078/1/analysis_BPS.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_290.jams
when-in-rome_291,"Piano Sonata 24, Op.78, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op078,1,108,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op078/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_291.jams
when-in-rome_292,"Piano Sonata 29, Op.106(Hammerklavier), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op106(Hammerklavier),1,408,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op106(Hammerklavier)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_292.jams
when-in-rome_293,"Piano Sonata 11, Op.22, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op022,1,201,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op022/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_293.jams
when-in-rome_294,"Piano Sonata 26, Op.81a(Les Adieux), Movement 1",Ludwig van Beethoven,Piano Sonatas,Op081a(Les Adieux),1,257,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op081a(Les_Adieux)/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_294.jams
when-in-rome_295,"Piano Sonata 9, Op.14 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op014 No1,1,162,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op014_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_295.jams
when-in-rome_296,"Piano Sonata 1, Op.2 No.1, Movement 1",Ludwig van Beethoven,Piano Sonatas,Op002 No1,1,153,"../../partitions/when-in-rome/raw/Piano_Sonatas/Beethoven,_Ludwig_van/Op002_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_296.jams
when-in-rome_297,Symphony 104 Movement 1,Franz Joseph Haydn,Orchestral,Symphony 104,1,290,"../../partitions/when-in-rome/raw/Orchestral/Haydn,_Franz_Joseph/Symphony_104/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_297.jams
when-in-rome_298,String Quartet in D Major - No.1: Allegro di molto,Franz Joseph Haydn,Quartets,Op20 No4,1,302,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No4/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_298.jams
when-in-rome_299,String Quartet in D Major - No.4: Presto e scherzando,Franz Joseph Haydn,Quartets,Op20 No4,4,131,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No4/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_299.jams
when-in-rome_300,String Quartet in D Major - No.3: Menuetto alla zingarese,Franz Joseph Haydn,Quartets,Op20 No4,3,37,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No4/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_300.jams
when-in-rome_301,String Quartet in D Major - No.2: Un poco Adagio affettuoso,Franz Joseph Haydn,Quartets,Op20 No4,2,123,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No4/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_301.jams
when-in-rome_302,String Quartet in G Minor - No.1: Allegro con spirito,Franz Joseph Haydn,Quartets,Op20 No3,1,271,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_302.jams
when-in-rome_303,String Quartet in G Minor - No.4: Allegro di molto,Franz Joseph Haydn,Quartets,Op20 No3,4,105,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No3/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_303.jams
when-in-rome_304,String Quartet in G Minor - No.3: Poco adagio,Franz Joseph Haydn,Quartets,Op20 No3,3,113,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No3/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_304.jams
when-in-rome_305,String Quartet in G Minor - No.2: Menuetto: Allegretto,Franz Joseph Haydn,Quartets,Op20 No3,2,88,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No3/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_305.jams
when-in-rome_306,String Quartet in C Major - No.1: Moderato,Franz Joseph Haydn,Quartets,Op20 No2,1,107,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_306.jams
when-in-rome_307,String Quartet in C Major - No.4: Fuga a quattro soggeti: Allegro,Franz Joseph Haydn,Quartets,Op20 No2,4,162,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No2/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_307.jams
when-in-rome_308,String Quartet in C Major - No.3: Menuetto: Allegretto,Franz Joseph Haydn,Quartets,Op20 No2,3,84,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No2/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_308.jams
when-in-rome_309,String Quartet in C Major - No.2: Adagio,Franz Joseph Haydn,Quartets,Op20 No2,2,63,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No2/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_309.jams
when-in-rome_310,String Quartet in F Minor - No.1: Moderato,Franz Joseph Haydn,Quartets,Op20 No5,1,161,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No5/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_310.jams
when-in-rome_311,String Quartet in F Minor - No.4: Fuga a due soggetti,Franz Joseph Haydn,Quartets,Op20 No5,4,184,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No5/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_311.jams
when-in-rome_312,String Quartet in F Minor - No.3: Adagio,Franz Joseph Haydn,Quartets,Op20 No5,3,85,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No5/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_312.jams
when-in-rome_313,String Quartet in F Minor - No.2: Menuetto,Franz Joseph Haydn,Quartets,Op20 No5,2,100,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No5/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_313.jams
when-in-rome_314,String Quartet in A Major - No.1: Allegro di molto e scherzando,Franz Joseph Haydn,Quartets,Op20 No6,1,166,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No6/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_314.jams
when-in-rome_315,String Quartet in A Major - No.4: Fuga a tre soggetti: Allegro,Franz Joseph Haydn,Quartets,Op20 No6,4,95,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No6/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_315.jams
when-in-rome_316,String Quartet in A Major - No.3: Menuetto,Franz Joseph Haydn,Quartets,Op20 No6,3,42,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No6/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_316.jams
when-in-rome_317,String Quartet in A Major - No.2: Adagio,Franz Joseph Haydn,Quartets,Op20 No6,2,79,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No6/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_317.jams
when-in-rome_318,String Quartet in E-flat Major - No.1: Allegro moderato,Franz Joseph Haydn,Quartets,Op20 No1,1,109,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_318.jams
when-in-rome_319,String Quartet in E-flat Major - No.4: Finale: Presto,Franz Joseph Haydn,Quartets,Op20 No1,4,161,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No1/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_319.jams
when-in-rome_320,String Quartet in E-flat Major - No.3: Affettuoso e sostenuto,Franz Joseph Haydn,Quartets,Op20 No1,3,96,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No1/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_320.jams
when-in-rome_321,String Quartet in E-flat Major - No.2: Menuetto: un poco allegretto,Franz Joseph Haydn,Quartets,Op20 No1,2,66,"../../partitions/when-in-rome/raw/Quartets/Haydn,_Franz_Joseph/Op20_No1/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_321.jams
when-in-rome_322,"Op. 59 No. 2, Quartet No. 8",Ludwig van Beethoven,Quartets,Op059 No2,1,261,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_322.jams
when-in-rome_323,"Op. 59 No. 2, Quartet No. 8",Ludwig van Beethoven,Quartets,Op059 No2,4,409,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No2/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_323.jams
when-in-rome_324,"Op. 59 No. 2, Quartet No. 8",Ludwig van Beethoven,Quartets,Op059 No2,3,141,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No2/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_324.jams
when-in-rome_325,"Op. 59 No. 2, Quartet No. 8",Ludwig van Beethoven,Quartets,Op059 No2,2,157,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No2/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_325.jams
when-in-rome_326,"Op. 59 No. 3, Quartet No. 9",Ludwig van Beethoven,Quartets,Op059 No3,1,270,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_326.jams
when-in-rome_327,"Op. 59 No. 3, Quartet No. 9",Ludwig van Beethoven,Quartets,Op059 No3,4,428,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No3/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_327.jams
when-in-rome_328,"Op. 59 No. 3, Quartet No. 9",Ludwig van Beethoven,Quartets,Op059 No3,3,96,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No3/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_328.jams
when-in-rome_329,"Op. 59 No. 3, Quartet No. 9",Ludwig van Beethoven,Quartets,Op059 No3,2,207,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No3/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_329.jams
when-in-rome_330,"Op. 18 No. 6, Quartet No. 6",Ludwig van Beethoven,Quartets,Op018 No6,1,266,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No6/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_330.jams
when-in-rome_331,"Op. 18 No. 6, Quartet No. 6",Ludwig van Beethoven,Quartets,Op018 No6,4,297,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No6/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_331.jams
when-in-rome_332,"Op. 18 No. 6, Quartet No. 6",Ludwig van Beethoven,Quartets,Op018 No6,3,74,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No6/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_332.jams
when-in-rome_333,"Op. 18 No. 6, Quartet No. 6",Ludwig van Beethoven,Quartets,Op018 No6,2,79,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No6/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_333.jams
when-in-rome_334,"Op. 18 No. 1, Quartet No. 1",Ludwig van Beethoven,Quartets,Op018 No1,1,311,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_334.jams
when-in-rome_335,"Op. 18 No. 1, Quartet No. 1",Ludwig van Beethoven,Quartets,Op018 No1,4,381,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No1/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_335.jams
when-in-rome_336,"Op. 18 No. 1, Quartet No. 1",Ludwig van Beethoven,Quartets,Op018 No1,3,144,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No1/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_336.jams
when-in-rome_337,"Op. 18 No. 1, Quartet No. 1",Ludwig van Beethoven,Quartets,Op018 No1,2,110,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No1/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_337.jams
when-in-rome_338,"Op. 95, Quartet No. 11",Ludwig van Beethoven,Quartets,Op095,1,151,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op095/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_338.jams
when-in-rome_339,"Op. 95, Quartet No. 11",Ludwig van Beethoven,Quartets,Op095,4,176,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op095/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_339.jams
when-in-rome_340,"Op. 95, Quartet No. 11",Ludwig van Beethoven,Quartets,Op095,3,207,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op095/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_340.jams
when-in-rome_341,"Op. 95, Quartet No. 11",Ludwig van Beethoven,Quartets,Op095,2,192,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op095/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_341.jams
when-in-rome_342,"Op. 74, Quartet No. 10",Ludwig van Beethoven,Quartets,Op074,1,262,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op074/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_342.jams
when-in-rome_343,"Op. 74, Quartet No. 10",Ludwig van Beethoven,Quartets,Op074,4,210,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op074/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_343.jams
when-in-rome_344,"Op. 74, Quartet No. 10",Ludwig van Beethoven,Quartets,Op074,3,473,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op074/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_344.jams
when-in-rome_345,"Op. 74, Quartet No. 10",Ludwig van Beethoven,Quartets,Op074,2,169,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op074/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_345.jams
when-in-rome_346,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,7,386,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/7/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_346.jams
when-in-rome_347,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,6,27,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/6/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_347.jams
when-in-rome_348,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,1,122,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_348.jams
when-in-rome_349,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,4,278,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_349.jams
when-in-rome_350,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,3,11,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_350.jams
when-in-rome_351,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,2,199,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_351.jams
when-in-rome_352,"Op. 131, Quartet No. 14",Ludwig van Beethoven,Quartets,Op131,5,498,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op131/5/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_352.jams
when-in-rome_353,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,6,498,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/6/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_353.jams
